FNLN,0.98480483458927
WalterEast,2.394985345994917
ClarenceWeed,2.55846275317799
FrankHaggerty,2.4800001985430686
FredSefFromn,2.7079903602313964
RedBlair,2.8714696890234572
RussellBeichly,2.6716838418362725
BobRupert,2.279061350777488
ColemanCrawford,2.3710884419188893
KeithDambrot,2.578807205936943
GriffHarsh,2.4390624123982927
LonnieNoojin,1.9624953124123223
CharlesBernier,2.4222729064592627
YanceyGoodall,2.1730223657432277
BillMoore,2.088936447751606
HankCrisp,2.338120928982386
PaulBurnham,2.1723449118362055
EugeneLambert,2.283079622768845
MalcolmLaney,2.3388806360809857
FloydBurdette,2.250953372607862
HaydenRiley,2.1669397498268657
DavidHobbs,2.2630129177751903
AnthonyGrant,2.326901787334526
PhilipPearson,2.134548275522812
JerodHaase,1.5300606778621846
DavidDunlap,1.7174885432115299
CharlesHammett,1.7008843463408705
EdTapscott,2.125676103379129
ChrisKnoche,2.038811348441051
ArtPerry,1.947825468610961
MikeBrennan,2.2820067804114235
GeorgeSpaulding,3.06019627383479
FrankKleeberger,2.5653094310602524
C.W.Adams,2.7489584059348937
RaymondQuigley,2.774214381286114
PopMcKale,2.863374423736187
JamesPierce,2.8932196529794227
BasilStanley,2.89819758089045
FredEnke,2.6553917985408173
WalterDavis,2.6962394457488132
BruceLarson,2.539682227261345
FredSnowden,2.66755594311399
LuteOlson,2.7915344230485717
BenLindsey,2.210291122006529
JimRosborough,2.4090996078940154
SeanMiller,2.786173052465494
RussPennell,2.6604903071864396
GlenRose,2.2735532271201286
DuddyWaller,1.983275120604285
MarvinAdams,2.161245665476587
NolanRichardson,2.3674654422794403
MikeAnderson,2.30961173784081
JohnPelphrey,2.1977956345211567
B.H.Koehler,2.7507194439216196
JosephOShea,2.6828014043608417
HarveyHigley,2.7608546986359235
JacobDevers,2.6409957465439207
ArthurConrad,2.276452348377492
IvensJones,2.5523508912119794
EdwardKelleher,2.711272069491322
VanVleit,2.8904085825703802
ErnestBlood,2.6488920266238
LeoNovak,2.674735708688905
ElmerRipley,2.5778959629936278
ValentineLentz,2.500827019976626
StewartHolcomb,2.581865054885597
GeorgeHunter,2.568717794522853
DanDougherty,2.321952056254353
LesWothke,2.4329939157691043
FrommMiller,2.346855992621077
MikeConners,2.126693708904927
PatHarris,2.3054085825703803
ZachSpiker,2.4592320729567647
WilburHutsell,2.4801182535202426
HerbBunker,2.273929688873764
MikePapke,2.7426374717303728
HalLee,2.157169203954205
JoelEaves,2.6655581341161128
BobEvans,2.1887036824263264
V.J.Edney,2.2020839086260233
DannyDoyle,2.5181685933189337
BillLynn,2.576158404795227
BobDavis,2.593083025745362
FromnyBarbee,2.5750782265619994
EnochMills,2.61360871275288
NormanPaine,2.0753067143553072
BubbsMoseley,2.2600216808611764
FrankBridges,2.3614752089409046
RalphWolf,2.4926198045944945
BIllHenderson,2.421336784217397
JeffMangold,1.9626209185971737
BillMenefee,2.4727059531003484
HarryMiller,2.4302660795280673
CarrollDawson,2.421243817208403
DaveBliss,2.5747527664124457
JimHaller,2.398857652112799
DarrellJohnson,2.551752766412446
ScottDrew,2.5352463375663215
C.J.Reed,1.5122630250023494
GravelleCraig,1.4757486513258318
FrommmyDempsey,2.2137697336040407
KevinBroadus,2.3561790483887846
MarkMacon,2.008224356577989
DuaneReboul,1.6322757875096898
B.F.Bryant,1.4344773627160123
BillAllen,2.0256773739488305
AlfredRobertson,2.321272375436477
ChuckOrsborn,2.467898545411644
JoeSFromwell,2.2652432834042204
StanAlbeck,2.150672576704087
DickVersace,2.331121157731804
GenoFord,2.217668030996865
ArthurMusicat,2.363554912378024
AlBaggett,2.4793911265050506
VentyLeib,2.1513003145981306
TubbyRaskin,2.0164395298394964
JulieBender,2.453054216861035
RonKestenbaum,2.375195789721207
MarkReiner,2.1818433360641722
CharlesRay,1.8216523641954891
PaulDeWolf,2.115843001572154
HenryAhrens,1.9923057842308385
W.W.Reynolds,2.159620944727846
DonaldPryor,2.042281811772495
RussellMcKay,2.1091202414576125
LouisPieri,1.7171915499154435
EdFreeman,1.9047947908628986
FlorenceHarvey,1.9280323899740752
WalterSnell,2.0583873479366175
HaroldEvans,2.1000598416842964
TussMcLaughry,1.918674339875876
RufusBond,1.9921417948826976
ArthurKahler,1.9830169272101257
WeebEwbank,1.9131071309262615
RipEngle,2.041376339049473
RobertMorris,1.9830772038100002
StanleyWard,1.927072796109354
JosephMullaney,2.191492146760704
GeraldAlaimo,1.950182491526025
MikeCingiser,1.9250248138485504
FrankDobbs,1.8930328317674596
JesseAgel,1.9020197682276159
MikeMartin,2.0938028476521944
DocHoskins,2.402041634075169
C.Fulmer,2.4264082238200406
H.E.Zehner,2.0394854358606658
D.Schaffner,2.1346057723411542
GeorgeCockill,2.3806742759494663
MalcolmMusser,2.3274391388991464
HenryBenfer,2.6161444932347377
ClarenceGlass,2.3399269797031956
MooseMcCormick,1.9859492722268217
JohnPlant,2.350197478285775
JohnSitarski,2.1869030157953224
WoodyLudwig,2.356009850911372
BenKribbs,2.2406471739818548
GeneEvans,2.1425748306198567
DonSmith,2.240605772341154
PatFlannery,2.3677455577592057
DavidPaulsen,2.3874027736099395
TimCohane,2.3620569769617252
DanBazzani,2.093197969266947
ReggieWitherspoon,2.4321522709380647
BobbyHurley,2.5973336138946572
MikeKelly,2.450178152624222
ArtGuedel,2.3539076489717488
JohnMcKay,2.6222519650649554
JoeMcCrea,2.0281223030114575
WalterGipe,2.453619717393064
BillDiddle,2.475749979821821
PatPage,2.7351525161055275
CullenThomas,2.387203038103702
